Kanda,Sarga,Sentence,Sentence Start,Sentence End
1,40,सहिताः सागराः सर्वे पितरं वाक्यमब्रुवन् ।,67.1,71.22
1,40,परिक्रान्ता मही सर्वा सत्त्ववन्तश्च सूदिताः ॥ ७ ॥,71.22,76.66
1,40,देवदानवरक्षांसि पिशाचोरगकिन्नराः ।,76.66,80.9
1,40,न च पश्यामहेऽश्वं तमश्वहर्तारमेव च ॥ ८ ॥,80.9,85.24
1,40,किं करिष्याम भद्रं ते बुद्धिरत्र विचार्यताम् ।,85.24,90.06
1,40,तेषां तद्वचनं श्रुत्वा पुत्राणां राजसत्तमः ॥ ९ ॥,90.06,95.04
1,40,समन्युरब्रवीद्वाक्यं सगरो रघुनन्दन ।,95.04,99.38
1,40,भूयः खनत भद्रं वो निर्भिद्य वसुधातलम् ॥ १० ॥,99.38,103.4
1,40,अश्वहर्तारमासाद्य कृतार्थाश्च निवर्तथ ।,103.4,108.08
1,40,पितुर्वचनमासाद्य सगरस्य महात्मनः ॥ ११ ॥,108.08,112.12
1,40,षष्टिः पुत्रसहस्राणि रसातलमभिद्रवन् ।,112.12,115.78
1,40,खन्यमाने ततस्तस्मिन् ददृशुः पर्वतोपमम् ॥ १२ ॥,115.78,120.84
1,40,दिशागजं विरूपाक्षं धारयन्तं महीतलम् ।,120.84,124.74
1,40,सपर्वतवनां कृत्स्नां पृथिवीं रघुनन्दन ॥ १३ ॥,124.74,131.0
1,40,शिरसा धारयामास विरूपाक्षो महागजः ।,131.0,134.5
1,40,यदा पर्वणि काकुत्स्थ विश्रमार्थं महागजः ॥ १४ ॥,134.5,138.68
1,40,खेदाच्चालयते शीर्षं भूमिकम्पस्तदा भवेत् ।,138.68,143.68
1,40,तं ते प्रदक्षिणं कृत्वा दिशापालं महागजम् ॥ १५ ॥,143.68,148.04
1,40,मानयन्तो हि ते राम जग्मुर्भित्त्वा रसातलम् ।,148.04,152.78
1,40,ततः पूर्वां दिशं भित्त्वा दक्षिणां बिभिदुः पुनः ॥ १६ ॥,152.78,157.72
1,40,दक्षिणस्यामपि दिशि ददृशुस्ते महागजम् ।,157.72,161.12
1,40,महापद्मं महात्मानं सुमहत्पर्वतोपमम् ॥ १७ ॥,161.12,165.68
1,40,शिरसा धारयन्तं ते विस्मयं जग्मुरुत्तमम् ।,165.68,170.0
1,40,ततः प्रदक्षिणं कृत्वा सगरस्य महात्मनः ॥ १८ ॥,170.0,174.84
1,40,षष्टिः पुत्रसहस्राणि पश्चिमां बिभिदुर्दिशम् ।,174.84,178.76
1,40,पश्चिमायामपि दिशि महान्तमचलोपमम् ॥ १९ ॥,178.76,183.14
1,40,दिशागजं सौमनसं ददृशुस्ते महाबलाः ।,183.14,187.38
1,40,तं ते प्रदक्षिणं कृत्वा पृष्ट्वाचापि निरामयम् ॥ २० ॥,187.38,191.26
1,40,खनन्तः समुपक्रान्ता दिशं हैमवतीं ततः ।,191.26,196.54
1,40,उत्तरस्यां रघुश्रेष्ठ ददृशुर्हिमपाण्डरम् ॥ २१ ॥,196.54,200.42
1,40,भद्रं भद्रेण वपुषा धारयन्तं महीमिमाम् ।,200.42,205.4
1,40,समालभ्य ततः सर्वे कृत्वा चैनं प्रदक्षिणम् ॥ २२ ॥,205.4,209.36
1,40,षष्टिः पुत्रसहस्राणि बिभिदुर्वसुधातलम् ।,209.36,213.32
1,40,ततः प्रागुत्तरां गत्वा सागराः प्रथितां दिशम् ॥ २३ ॥,213.32,218.12
1,40,रोषादभ्यखनन् सर्वे पृथिवीं सगरात्मजाः ।,218.12,223.36
1,40,ते तु सर्वे महात्मानो भीमवेगा महाबलाः ॥ २४ ॥,223.36,228.2
1,40,ददृशुः कपिलं तत्र वासुदेवं सनातनम् ।,228.2,232.1
1,40,हयं च तस्य देवस्य चरन्तमविदूरतः ॥ २५ ॥,232.1,235.2
1,40,प्रहर्षमतुलं प्राप्ताः सर्वे ते रघुनन्दन ।,235.2,242.44
1,40,खनित्रलाङ्गलधरा नानावृक्षशिलाधराः ॥ २६ ॥,242.44,250.38
1,40,अभ्यधावन्त सङ्क्रुद्धास्तिष्ठ तिष्ठेति चाब्रुवन् ।,250.38,254.7
1,40,अस्माकं त्वं हि तुरगं यज्ञीयं हृतवानसि ॥ २७ ॥,254.7,259.54
1,40,दुर्मेधस्त्वं हि सम्प्राप्तान् विद्धि नः सगरात्मजान् ।,259.54,264.7
1,40,श्रुत्वा तु वचनं तेषां कपिलो रघुनन्दन ॥ २८ ॥,264.7,278.06
1,40,रोषेण महताऽऽविष्टो हुङ्कारमकरोत्तदा ।,278.06,283.68
1,40,ततस्तेनाप्रमेयेन कपिलेन महात्मना ॥ २९ ॥,283.68,293.4
1,40,भस्मराशीकृताः सर्वे काकुत्स्थ सगरात्मजाः ॥ ३० ॥,293.4,301.8
1,41,पुत्रांश्चिरगतान् ज्ञात्वा सगरो रघुनन्दन ।,0.0,8.06
1,41,नप्तारमब्रवीद्राजा दीप्यमानं स्वतेजसा ॥ १ ॥,8.06,17.08
1,41,शूरश्च कृतविद्यश्च पूर्वैस्तुल्योऽसि तेजसा ।,17.08,21.84
1,41,पितॄणां गतिमन्विच्छ येन चाश्वोऽपवाहितः ॥ २ ॥,21.84,25.58
1,41,अन्तर्भौमानि सत्त्वानि वीर्यवन्ति महान्ति च ।,25.58,30.86
1,41,तेषां त्वं प्रतिघातार्थं सासिं गृह्णीष्व कार्मुकम् ॥ ३ ॥,30.86,35.72
1,41,अभिवाद्याभिवाद्यांस्त्वं हत्वा विघ्नकरानपि ।,35.72,41.5
1,41,सिद्धार्थस्सन्निवर्तस्व मम यज्ञस्य पारगः ॥ ४ ॥,41.5,46.08
1,41,एवमुक्तोंऽशुमान् सम्यक् सगरेण महात्मना ।,46.08,50.78
1,41,धनुरादाय खङ्गं च जगाम लघुविक्रमः ॥ ५ ॥,50.78,54.84
1,41,स खातं पितृभिर्मार्गमन्तर्भौमं महात्मभिः ।,54.84,59.42
1,41,प्रापद्यत नरश्रेष्ठस्तेन राज्ञाऽभिचोदितः ॥ ६ ॥,59.42,63.9
1,41,दैत्यदानवरक्षोभिः पिशाचपतगोरगैः ।,63.9,67.86
1,41,पूज्यमानं महातेजा दिशागजमपश्यत ॥ ७ ॥,67.86,72.54
1,41,स तं प्रदक्षिणं कृत्वा पृष्ट्वा चैव निरामयम् ।,72.54,76.86
1,41,पितॄन् स परिपप्रच्छ वाजिहर्तारमेव च ॥ ८ ॥,76.86,81.14
1,41,दिशागजस्तु तच्छ्रुत्वा प्रत्याहांशुमतो वचः ।,81.14,85.56
1,41,आसमञ्ज कृतार्थस्त्वं सहाश्वः शीघ्रमेष्यसि ॥ ९ ॥,85.56,90.46
1,41,तस्य तद्वचनं श्रुत्वा सर्वानेव दिशागजान् ।,90.46,94.72
1,41,यथाक्रमं यथान्यायं प्रष्टुं समुपचक्रमे ॥ १० ॥,94.72,99.52
1,41,तैश्च सर्वैर्दिशापालैर्वाक्यज्ञैर्वाक्यकोविदैः ।,99.52,105.36
1,41,पूजितः सहयश्चैव गन्तासीत्यभिचोदितः ॥ ११ ॥,105.36,110.02
1,41,तेषां तद्वचनं श्रुत्वा जगाम लघुविक्रमः ।,110.02,114.5
1,41,भस्मराशीकृता यत्र पितरस्तस्य सागराः ॥ १२ ॥,114.5,118.94
1,41,स दुःखवशमापन्नस्त्वसमञ्जसुतस्तदा ।,118.94,122.84
1,41,चुक्रोश परमार्तस्तु वधात्तेषां सुदुःखितः ॥ १३ ॥,122.84,127.98
1,41,यज्ञीयं च हयं तत्र चरन्तमविदूरतः ।,127.98,131.62
1,41,ददर्श पुरुषव्याघ्रो दुःखशोकसमन्वितः ॥ १४ ॥,131.62,136.54
1,41,स तेषां राजपुत्राणां कर्तुकामो जलक्रियाम् ।,136.54,141.5
1,41,सलिलार्थी महातेजा न चापश्यज्जलाशयम् ॥ १५ ॥,141.5,145.68
1,41,विसार्य निपुणां दृष्टिं ततोऽपश्यत् खगाधिपम् ।,145.68,150.34
1,41,पितॄणां मातुलं राम सुपर्णमनिलोपमम् ॥ १६ ॥,150.34,154.9
1,41,स चैवमब्रवीद्वाक्यं वैनतेयो महाबलः ।,154.9,159.76
1,41,मा शुचः पुरुषव्याघ्र वधोऽयं लोकसम्मतः ॥ १७ ॥,159.76,164.2
1,41,कपिलेनाप्रमेयेन दग्धा हीमे महाबलाः ।,164.2,168.84
1,41,सलिलं नार्हसि प्राज्ञ दातुमेषां हि लौकिकम् ॥ १८ ॥,168.84,173.04
1,41,गङ्गा हिमवतो ज्येष्ठा दुहिता पुरुषर्षभ ।,173.04,178.12
1,41,तस्यां कुरु महाबोहो पितॄणां तु जलक्रियाम् ॥ १९ ॥,178.12,183.12
1,41,तया क्लिन्नमिदं भस्म गङ्गया लोककान्तया ।,183.12,191.02
1,41,षष्टिं पुत्रसहस्राणि स्वर्गलोकं नयिष्यति ॥ २० ॥,191.02,196.78
1,41,गच्छ चाश्वं महाभाग तं गृह्य पुरुषर्षभ ।,196.78,201.02
1,41,यज्ञं पैतामहं वीर संवर्तयितुमर्हसि ॥ २१ ॥,201.02,205.12
1,41,सुपर्णवचनं श्रुत्वा सोंऽशुमानति वीर्यवान् ।,205.12,209.52
1,41,त्वरितं हयमादाय पुनरायान्महायशाः ॥ २२ ॥,209.52,213.88
1,41,ततो राजानमासाद्य दीक्षितं रघुनन्दन ।,213.88,218.32
1,41,न्यवेदयद्यथावृत्तं सुपर्णवचनं तथा ॥ २३ ॥,218.32,222.48
1,41,तच्छ्रुत्वा घोरसङ्काशं वाक्यमंशुमतो नृपः ।,222.48,225.8
1,41,यज्ञं निर्वर्तयामास यथाकल्पं यथाविधि ॥ २४ ॥,225.8,231.44
1,41,स्वपुरं चागमच्छ्रीमानिष्टयज्ञो महीपतिः ।,231.44,235.88
1,41,गङ्गायाश्चागमे राजा निश्चयं नाध्यगच्छत ॥ २५ ॥,235.88,247.84
1,41,अकृत्वा निश्चयं राजा कालेन महता महान् ।,247.84,255.04
1,41,त्रिंशद्वर्षसहस्राणि राज्यं कृत्वा दिवं गतः ॥ २६ ॥,255.04,268.12
1,42,कालधर्मं गते राम सगरे प्रकृतीजनाः ।,0.0,11.56
1,42,राजानं रोचयामासुरंशुमन्तं सुधार्मिकम् ॥ १ ॥,11.56,16.12
1,42,स राजा सुमहानसीदंशुमान् रघुनन्दन ।,16.12,19.36
1,42,तस्य पुत्रो महानासीद्दिलीप इति विश्रुतः ॥ २ ॥,19.36,25.1
1,42,तस्मिन् राज्यं समावेश्य दिलीपे रघुनन्दन ।,25.1,29.66
1,42,हिमवच्छिखरे पुण्ये तपस्तेपे सुदारुणम् ॥ ३ ॥,29.66,33.9
1,42,द्वात्रिंशच्च सहस्राणि वर्षाणि सुमहायशाः ।,33.9,39.28
1,42,तपोवनं गतो राम स्वर्गं लेभे तपोधनः ॥ ४ ॥,39.28,43.48
1,42,दिलीपस्तु महातेजाः श्रुत्वा पैतामहं वधम् ।,43.48,48.1
1,42,दुःखोपहतया बुद्ध्या निश्चयं नाध्यगच्छत ॥ ५ ॥,48.1,52.54
1,42,कथं गङ्गावतरणं कथं तेषां जलक्रिया ।,52.54,57.04
1,42,तारयेयं कथं चैनानिति चिन्तापरोऽभवत् ॥ ६ ॥,57.04,61.36
1,42,तस्य चिन्तयतो नित्यं धर्मेण विदितात्मनः ।,61.36,65.88
1,42,पुत्रो भगीरथो नाम जज्ञे परमधार्मिकः ॥ ७ ॥,65.88,70.46
1,42,दिलीपस्तु महातेजा यज्ञैर्बहुभिरिष्टवान् ।,70.46,75.04
1,42,त्रिंशद्वर्षसहस्राणि राजा राज्यमकारयत् ॥ ८ ॥,75.04,79.48
1,42,अगत्वा निश्चयं राजा तेषामुद्धरणं प्रति ।,79.48,83.98
1,42,व्याधिना नरशार्दूल कालधर्ममुपेयिवान् ॥ ९ ॥,83.98,88.7
1,42,इन्द्रलोकं गतो राजा स्वार्जितेनैव कर्मणा ।,88.7,93.48
1,42,राज्ये भगीरथं पुत्रमभिषिच्य नरर्षभः ॥ १० ॥,93.48,97.92
1,42,भगीरथस्तु राजर्षिर्धार्मिको रघुनन्दन ।,97.92,102.2
1,42,अनपत्यो महातेजाः प्रजाकामः स चाप्रजः ॥ ११ ॥,102.2,106.72
1,42,मन्त्रिष्वाधाय तद्राज्यं गङ्गावतरणे रतः ।,106.72,111.5
1,42,स तपो दीर्घमातिष्ठद्गोकर्णे रघुनन्दन ॥ १२ ॥,111.5,116.42
1,42,ऊर्ध्वबाहुः पञ्चतपा मासाहारो जितेन्द्रियः ।,116.42,120.92
1,42,तस्य वर्षसहस्राणि घोरे तपसि तिष्ठतः ॥ १३ ॥,120.92,125.14
1,42,अतीतानि महाबाहो तस्य राज्ञो महात्मनः ।,125.14,129.9
1,42,सुप्रीतो भगवान् ब्रह्मा प्रजानां पतिरीश्वरः ॥ १४ ॥,129.9,135.18
1,42,ततः सुरगुणैः सार्द्धमुपागम्य पितामहः ।,135.18,139.56
1,42,भगीरथं महात्मानं तप्यमानमथाब्रवीत् ॥ १५ ॥,139.56,144.3
1,42,भगीरथ महाभाग प्रीतस्तेऽहं जनेश्वर ।,144.3,148.62
1,42,तपसा च सुतप्तेन वरं वरय सुव्रत ॥ १६ ॥,148.62,152.3
1,42,तमुवाच महातेजाः सर्वलोकपितामहम् ।,152.3,156.58
1,42,भगीरथो महाभागः कृताञ्जलिरुपस्थितः ॥ १७ ॥,156.58,160.96
1,42,यदि मे भगवन् प्रीतो यद्यस्ति तपसः फलम् ।,160.96,165.08
1,42,सगरस्यात्मजाः सर्वे मत्तस्सलिलमाप्नुयुः ॥ १८ ॥,165.08,169.92
1,42,गङ्गायाः सलिलक्लिन्ने भस्मन्येषां महात्मनाम् ।,169.92,175.14
1,42,स्वर्गं गच्छेयुरत्यन्तं सर्वे मे प्रपितामहाः ॥ १९ ॥,175.14,180.12
1,42,देया च सन्ततिर्देव नावसीदेत्कुलं च नः ।,180.12,184.88
1,42,इक्ष्वाकूणां कुले देव एष मेऽस्तु वरः परः ॥ २० ॥,184.88,189.74
1,42,उक्तवाक्यं तु राजानं सर्वलोकपितामहः ।,189.74,194.24
1,42,प्रत्युवाच शुभां वाणीं मधुरां मधुराक्षराम् ॥ २१ ॥,194.24,199.24
1,42,मनोरथो महानेष भगीरथ महारथ ।,199.24,203.26
1,42,एवं भवतु भद्रं ते इक्ष्वाकुकुलवर्द्धन ॥ २२ ॥,203.26,207.36
1,42,इयं हैमवती गङ्गा ज्येष्ठा हिमवतः सुता ।,207.36,210.96
1,42,तां वै धारयितुं शक्तो हरस्तत्र नियुज्यताम् ॥ २३ ॥,210.96,217.18
1,42,गङ्गायाः पतनं राजन् पृथिवी न सहिष्यति ।,217.18,221.66
1,42,तां वै धारयितुं वीर नान्यं पश्यामि शूलिनः ॥ २४ ॥,221.66,232.12
1,42,तमेवमुक्त्वा राजानं गङ्गां चाभाष्य लोककृत् ।,232.12,240.72
1,42,जगाम त्रिदिवं देवस्सह देवैर्मरुद्गणैः ॥ २५ ॥,240.72,252.32
1,43,देवदेवे गते तस्मिन् सोऽङ्गुष्ठाग्रनिपीडिताम् ।,0.0,13.22
1,43,कृत्वा वसुमतीं राम संवत्सरमुपासत ॥ १ ॥,13.22,17.32
1,43,अथ संवत्सरे पूर्णे सर्वलोकनमस्कृतः ।,17.32,21.86
1,43,उमापतिः पशुपती राजानमिदमब्रवीत् ॥ २ ॥,21.86,25.5
1,43,प्रीतस्तेऽहं नरश्रेष्ठ करिष्यामि तव प्रियम् ।,25.5,30.2
1,43,शिरसा धारयिष्यामि शैलराजसुतामहम् ॥ ३ ॥,30.2,38.98
1,43,तदा साऽतिमहद्रूपं कृत्वा वेगं च दुस्सहम् ।,38.98,43.28
1,43,आकाशादपतद्राम शिवे शिवशिरस्युत ॥ ४ ॥,43.28,46.52
1,43,अचिन्तयच्च सा देवी गङ्गा परमदुर्द्धरा ।,46.52,50.4
1,43,विशाम्यहं हि पातालं स्रोतसा गृह्य शङ्करम् ॥ ५ ॥,50.4,55.7
1,43,तस्या वलेपनं ज्ञात्वा क्रुद्धस्तु भगवान् हरः ।,55.7,61.12
1,43,तिरोभावयितुं बुद्धिं चक्रे त्रिणयनस्तदा ॥ ६ ॥,61.12,65.46
1,43,सा तस्मिन् पतिता पुण्या पुण्ये रुद्रस्य मूर्द्धनि ।,65.46,69.42
1,43,हिमवत्प्रतिमे राम जटामण्डलगह्वरे ॥ ७ ॥,69.42,73.92
1,43,सा कथञ्चिन्महीं गन्तुं नाशक्नोद्यत्नमास्थिता ।,73.92,78.62
1,43,नैव निर्गमनं लेभे जटामण्डलमोहिता ॥ ८ ॥,78.62,83.42
1,43,तत्रैवाबम्भ्रमद्देवी संवत्सरगणान् बहून् ।,83.42,87.34
1,43,तामपश्यन् पुनस्तत्र तपः परममास्थितः ॥ ९ ॥,87.34,93.94
1,43,अनेन तोषितश्चाभूदत्यर्थं रघुनन्दन ।,93.94,96.76
1,43,विससर्ज ततो गङ्गां हरो बिन्दुसरः प्रति ॥ १० ॥,96.76,100.84
1,43,तस्यां विसृज्यमानायां सप्त स्रोतांसि जज्ञिरे ।,100.84,105.86
1,43,ह्लादिनी पावनी चैव नलिनी च तथाऽपरा ॥ ११ ॥,105.86,109.96
1,43,तिस्रः प्राचीं दिशं जग्मुर्गङ्गाश्शिवजलाश्शुभाः ।,109.96,115.0
1,43,सुचक्षुश्चैव सीता च सिन्धुश्चैव महानदी ॥ १२ ॥,115.0,119.3
1,43,तिस्रस्त्वेता दिशं जग्मुः प्रतीचीं तु शुभोदकाः ।,119.3,123.94
1,43,सप्तमी चान्वगात्तासां भगीरथमथो नृपम् ॥ १३ ॥,123.94,128.9
1,43,भगीरथोऽपि राजर्षिर्दिव्यं स्यन्दनमास्थितः ।,128.9,133.5
1,43,प्रायादग्रे महातेजा गङ्गा तं चाप्यनुव्रजत् ॥ १४ ॥,133.5,138.5
1,43,गगनाच्छङ्करशिरस्ततो धरणिमाश्रिता ।,138.5,142.28
1,43,व्यसर्पत जलं तत्र तीव्रशब्दपुरस्कृतम् ॥ १५ ॥,142.28,145.92
1,43,मत्स्यकच्छपसङ्घैश्च शिंशुमारगणैस्तदा ।,145.92,150.36
1,43,पतद्भिः पतितैश्चान्यैर्व्यरोचत वसुन्धरा ॥ १६ ॥,150.36,153.76
1,43,ततो देवर्षिगन्धर्वा यक्षाः सिद्धगणास्तदा ।,153.76,158.22
1,43,व्यलोकयन्त ते तत्र गगनाद्गां गतां तथा ॥ १७ ॥,158.22,163.96
1,43,विमानैर्नगराकारैर्हयैर्गजवरैस्तदा ।,163.96,168.26
1,43,पारिप्लवगतैश्चापि देवतास्तत्र विष्ठिताः ॥ १८ ॥,168.26,173.2
1,43,तदद्भुततमं लोके गङ्गापतनमुत्तमम् ।,173.2,177.1
1,43,दिदृक्षवो देवगणाः समीयुरमितौजसः ॥ १९ ॥,177.1,181.14
1,43,सम्पतद्भिः सुरगणैस्तेषां चाभरणौजसा ।,181.14,185.72
1,43,शतादित्यमिवाभाति गगनं गततोयदम् ॥ २० ॥,185.72,189.2
1,43,शिंशुमारोरगगणैर्मीनैरपि च चञ्चलैः ।,189.2,193.96
1,43,विद्युद्भिरिव विक्षिप्तमाकाशमभवत्तदा ॥ २१ ॥,193.96,198.24
1,43,पाण्डरैः सलिलोत्पीडैः कीर्यमाणैः सहस्रधा ।,198.24,203.44
1,43,शारदाभ्रैरिवाकीर्णं गगनं हंससम्प्लवैः ॥ २२ ॥,203.44,207.88
1,43,क्वचिद्द्रुततरं याति कुटिलं क्वचिदायतम् ।,207.88,211.52
1,43,विनतं क्वचिदुद्भूतं क्वचिद्याति शनैः शनैः ॥ २३ ॥,211.52,216.22
1,43,सलिलेनैव सलिलं क्वचिदभ्याहतं पुनः ।,216.22,220.92
1,43,मुहुरूर्द्ध्वमुखं गत्वा पपात वसुधातलम् ॥ २४ ॥,220.92,224.7
1,43,तच्छङ्करशिरोभ्रष्टं भ्रष्टं भूमितले पुनः ।,224.7,229.18
1,43,व्यरोचत तदा तोयं निर्मलं गतकल्मषम् ॥ २५ ॥,229.18,233.4
1,43,तत्र देवर्षिगन्धर्वा वसुधातलवासिनः ।,233.4,237.06
1,43,भवाङ्गपतितं तोयं पवित्रमिति पस्पृशुः ॥ २६ ॥,237.06,241.3
1,43,शापात्प्रपतिता ये च गगनाद्वसुधातलम् ।,241.3,245.4
1,43,कृत्वा तत्राभिषेकं ते बभूवुर्गतकल्मषाः ॥ २७ ॥,245.4,250.08
1,43,धूतपापाः पुनस्तेन तोयेनाथ सुभास्वता ।,250.08,254.28
1,43,पुनराकाशमाविश्य स्वान् लोकान् प्रतिपेदिरे ॥ २८ ॥,254.28,259.48
1,43,मुमुदे मुदितो लोकस्तेन तोयेन भास्वता ।,259.48,263.34
1,43,कृताभिषेको गङ्गायां बभूव विगतक्लमः ॥ २९ ॥,263.34,268.22
1,43,भगीरथोऽपि राजर्षिर्दिव्यं स्यन्दनमास्थितः ।,268.22,272.12
1,43,प्रायादग्रे महातेजास्तं गङ्गा पृष्टतोऽन्वगात् ॥ ३० ॥,272.12,277.98
1,43,देवाः सर्षिगणाः सर्वे दैत्यदानवराक्षसाः ।,277.98,283.04
1,43,गन्धर्वयक्षप्रवराः सकिन्नरमहोरगाः ॥ ३१ ॥,283.04,287.14
1,43,सर्वाश्चाप्सरसो राम भगीरथरथानुगाम् ।,287.14,291.82
1,43,गङ्गामन्वगमन् प्रीताः सर्वे जलचराश्च ये ॥ ३२ ॥,291.82,296.02
1,43,यतो भगीरथो राजा ततो गङ्गा यशस्विनी ।,296.02,300.56
1,43,जगाम सरितां श्रेष्ठा सर्वपापविनाशिनी ॥ ३३ ॥,300.56,304.98
1,43,ततो हि यजमानस्य जह्नोरद्भुतकर्मणः ।,304.98,309.1
1,43,गङ्गा सम्प्लावयामास यज्ञवाटं महात्मनः ॥ ३४ ॥,309.1,313.72
1,43,तस्या वलेपनं ज्ञात्वा क्रुद्धो जह्नुश्च राघव ।,313.72,316.76
1,43,अपिबच्च जलं सर्वं गङ्गायाः परमाद्भुतम् ॥ ३५ ॥,316.76,319.68
1,43,अपिबत् तु जलम् सर्वम् गङ्गयाः परम अद्भुतम् ।,319.68,322.98
1,43,ततो देवाः सगङ्घर्वऋषयश्च सु विस्मिताः ॥ ३६ ॥,322.98,327.44
1,43,पूजयन्ति महात्मानं जह्नुं पुरुषसत्तमम् ।,327.44,331.62
1,43,गङ्गां चापि नयन्ति स्म दुहितृत्वे महात्मनः ॥ ३७ ॥,331.62,336.28
1,43,ततस्तुष्टो महातेजाः श्रोत्राभ्यामसृजत् पुनः ।,336.28,341.3
1,43,तस्माज्जह्नुसुता गङ्गा प्रोच्यते जाह्नवीति च ॥ ३८ ॥,341.3,345.2
1,43,सागरं चापि सम्प्राप्ता सा सरित्प्रवरा तदा ।,345.2,360.96
1,43,रसातलमुपागच्छत् सिद्ध्यर्थं तस्य कर्मणः ॥ ३९ ॥,360.96,371.96
1,43,भगीरथोऽपि राजर्षिर्गङ्गामादाय यत्नतः ।,371.96,378.44
1,43,पितामहान् भस्मकृतानपश्यद्दीनचेतनः ॥ ४० ॥,378.44,383.22
1,43,अथ तद्भस्मनां राशिं गङ्गासलिलमुत्तमम् ।,383.22,385.92
1,43,प्लावयद्धूतपाप्मानः स्वर्गं प्राप्ता रघूत्तम ॥ ४१ ॥,385.92,394.48
1,44,स गत्वा सागरं राजा गङ्गयानुगतस्तदा ।,0.0,7.94
1,44,प्रविवेश तलं भूमेर्यत्र ते भस्मसात्कृताः ॥ १ ॥,7.94,17.48
1,44,भस्मन्यथाप्लुते राम गङ्गायाः सलिलेन वै ।,17.48,22.04
1,44,सर्वलोकप्रभुर्ब्रह्मा राजानमिदमब्रवीत् ॥ २ ॥,22.04,26.24
1,44,तारिता नरशार्दूल दिवं याताश्च देववत् ।,26.24,30.36
1,44,षष्टिः पुत्रसहस्राणि सगरस्य महात्मनः ॥ ३ ॥,30.36,35.44
1,44,सागरस्य जलं लोके यावत् स्थास्यति पार्थिव ।,35.44,40.14
1,44,सगरस्यात्मजा स्तावत् स्वर्गे स्थास्यन्ति देववत् ॥ ४ ॥,40.14,44.06
1,44,इयं हि दुहिता ज्येष्ठा तव गङ्गा भविष्यति ।,44.06,49.38
1,44,त्वत्कृतेन च नाम्नाथ लोके स्थास्यति विश्रुता ॥ ५ ॥,49.38,54.34
1,44,गङ्गा त्रिपथगा राजन् दिव्या भागीरथीति च ।,54.34,58.84
1,44,त्रीन् पथो भावयन्तीति ततस्त्रिपथगा स्मृता ॥ ६ ॥,58.84,63.68
1,44,पितामहानां सर्वेषां त्वमत्र मनुजाधिप ।,63.68,67.96
1,44,कुरुष्व सलिलं राजन् प्रतिज्ञामपवर्जय ॥ ७ ॥,67.96,72.34
1,44,पूर्वकेण हि ते राजंस्तेनातियशसा तदा ।,72.34,76.82
1,44,धर्मिणां प्रवरेणापि नैष प्राप्तो मनोरथः ॥ ८ ॥,76.82,81.6
1,44,तथैवांशुमता तात लोकेऽप्रतिमतेजसा ।,81.6,86.16
1,44,गङ्गां प्रार्थयता नेतुं प्रतिज्ञा नापवर्जिता ॥ ९ ॥,86.16,90.72
1,44,राजर्षिणा गुणवता महर्षिसमतेजसा ।,90.72,94.88
1,44,मत्तुल्यतपसा चैव क्षत्रधर्मस्थितेन च ॥ १० ॥,94.88,98.66
1,44,दिलीपेन महाभाग तव पित्रातितेजसा ।,98.66,103.4
1,44,पुनर्न शङ्किता नेतुं गङ्गां प्रार्थयतानघ ॥ ११ ॥,103.4,106.88
1,44,सा त्वया समतिक्रान्ता प्रतिज्ञा पुरुषर्षभ ।,106.88,112.7
1,44,प्राप्तोऽसि परमं लोके यशः परमसम्मतम् ॥ १२ ॥,112.7,116.26
1,44,यच्च गङ्गावतरणं त्वया कृतमरिन्दम ।,116.26,119.56
1,44,अनेन च भवान् प्राप्तो धर्मस्यायतनं महत् ॥ १३ ॥,119.56,125.42
1,44,प्लावयस्व त्वमात्मानं नरोत्तम सदोचिते ।,125.42,130.1
1,44,सलिले पुरुषव्याघ्र शुचिः पुण्यफलो भव ॥ १४ ॥,130.1,133.0
1,44,पितामहानां सर्वेषां कुरुष्व सलिलक्रियाम् ।,133.0,138.96
1,44,स्वस्ति तेऽस्तु गमिष्यामि स्वं लोकं गम्यतां नृप ॥ १५ ॥,138.96,144.08
1,44,इत्येवमुक्त्वा देवेशः सर्वलोकपितामहः ।,144.08,148.52
1,44,यथागतं तथागच्छद्देवलोकं महायशाः ॥ १६ ॥,148.52,153.1
1,44,भगीरथोऽपि राजर्षिः कृत्वा सलिलमुत्तमम् ।,153.1,157.22
1,44,यथाक्रमं यथान्यायं सागराणां महायशाः ॥ १७ ॥,157.22,162.2
1,44,कृतोदकः शुची राजा स्वपुरं प्रविवेश ह ।,162.2,166.52
1,44,समृद्धार्थो नरश्रेष्ठ स्वराज्यं प्रशशास ह ॥ १८ ॥,166.52,171.5
1,44,प्रमुमोद च लोकस्तं नृपमासाद्य राघव ।,171.5,175.68
1,44,नष्टशोकः समृद्धार्थो बभूव विगतज्वरः ॥ १९ ॥,175.68,180.18
1,44,एष ते राम गङ्गाया विस्तरोऽभिहितो मया ।,180.18,184.44
1,44,स्वस्ति प्राप्नुहि भद्रं ते सन्ध्याकालोऽतिवर्तते ॥ २० ॥,184.44,192.08
1,44,यः श्रावयति विप्रेषु क्षत्रियेष्िवतरेषु च ।,192.08,197.68
1,44,प्रीयन्ते पितरस्तस्य प्रीयन्ते दैवतानि च ॥ २१ ॥,197.68,205.06
1,44,यः शृणोति च काकुत्स्थ सर्वान् कामानवाप्नुयात् ।,205.06,214.22
