Adhyaya,Pada,Sentence,Sentence Start,Sentence End
5,3,कासूगोणीभ्यांष्टरच्॥५.३.९०॥,303.540,307.060
5,3,वत्सोक्षाश्वर्षभेभ्यश्चतनुत्वे॥५.३.९१॥,307.060,312.360
5,3,किंयत्तदोनिर्द्धारणेद्वयोरेकस्यडतरच्॥५.३.९२॥,312.360,318.460
5,3,वाबहूनांजातिपरिप्रश्नेडतमच्॥५.३.९३॥,318.460,323.840
5,3,एकाच्चप्राचाम्॥५.३.९४॥,323.840,326.260
5,3,अवक्षेपणेकन्॥५.३.९५॥,326.260,329.860
5,3,इवेप्रतिकृतौ॥५.३.९६॥,329.860,331.740
5,3,संज्ञायांच॥५.३.९७॥,331.740,334.380
5,3,लुम्मनुष्ये॥५.३.९८॥,334.380,336.760
5,3,जीविकार्थेचापण्ये॥५.३.९९॥,336.760,340.200
5,3,देवपथादिभ्यश्च॥५.३.१००॥,340.200,343.240
5,3,वस्तेर्ढञ्॥५.३.१०१॥,343.240,345.640
5,3,शिलायाढः॥५.३.१०२॥,345.640,347.900
5,3,शाखादिभ्योयत्॥५.३.१०३॥,347.900,351.020
5,3,द्रव्यंचभव्ये॥५.३.१०४॥,351.020,353.380
5,3,कुशाग्राच्छः॥५.३.१०५॥,353.380,356.360
5,3,समासाच्चतद्विषयात्॥५.३.१०६॥,356.360,360.300
5,3,शर्करादिभ्योऽण्॥५.३.१०७॥,360.300,362.840
5,3,अङ्गुल्यादिभ्यष्ठक्॥५.३.१०८॥,362.840,365.900
5,3,एकशालायाष्ठजन्यतरस्याम्॥५.३.१०९॥,365.900,371.080
5,3,कर्कलोहितादीकक्॥५.३.११०॥,371.080,373.560
5,3,प्रत्नपूर्वविश्वेमात्थाल्छन्दसि॥५.३.१११॥,373.560,378.520
5,3,पूगाञ्ञ्योऽग्रामणीपूर्वात्॥५.३.११२॥,378.520,383.300
5,3,व्रातच्फञोरस्त्रियाम्॥५.३.११३॥,383.300,386.420
5,3,आयुधजीविसंघाञ्ञ्यड्वाहीकेष्वब्राह्मणराजन्यात्॥५.३.११४॥,386.420,393.520
5,3,वृकाट्टेण्यण्॥५.३.११५॥,393.520,396.060
5,3,दामन्यादित्रिगर्तषष्ठाच्छः॥५.३.११६॥,396.060,400.420
5,3,पर्श्वादियौधेयादिभ्यामणञौ॥५.३.११७॥,400.420,404.080
5,3,अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणोयञ्॥५.३.११८॥,404.080,411.920
5,3,ञ्यादयस्तद्राजाः॥५.३.११९॥,411.920,416.960
5,3,प्राद्गिशो-अनद्यतने-विभाषा-ज्यच-जातिनाम्नो-वस्तेर्-एकोनविंशतिः॥,416.960,425.080
5,3,इतितृतीयःपादः॥,425.080,427.120
5,4,अथचतुर्थःपादः।,0.000,3.760
5,4,पादशतस्यसंख्यादेर्वीप्सायांवुन्लोपश्च॥५.४.१॥,3.760,9.860
5,4,दण्डव्यवसर्गयोश्च॥५.४.२॥,9.860,13.580
5,4,स्थूलादिभ्यःप्रकारवचनेकन्॥५.४.३॥,13.580,17.580
5,4,अनत्यन्तगतौक्तात्॥५.४.४॥,17.580,20.920
5,4,नसामिवचने॥५.४.५॥,20.920,23.320
5,4,बृहत्याआच्छादने॥५.४.६॥,23.320,27.060
5,4,अषडक्षाशितङ्ग्वलंकर्मालम्पुरुषाध्युत्तरपदात्खः॥५.४.७॥,27.060,34.020
5,4,विभाषाअञ्चेरदिक्स्त्रियाम्॥५.४.८॥,34.020,38.020
5,4,जात्यन्ताच्छबन्धुनि॥५.४.९॥,38.020,41.800
5,4,स्थानान्ताद्विभाषासस्थानेनेतिचेत्॥५.४.१०॥,41.800,46.540
5,4,किमेत्तिङव्ययघादाम्वद्रव्यप्रकर्षे॥५.४.११॥,46.540,52.700
5,4,अमुचच्छन्दसि॥५.४.१२॥,52.700,55.260
5,4,अनुगादिनष्ठक्॥५.४.१३॥,55.260,58.060
5,4,णचःस्त्रियामञ्॥५.४.१४॥,58.060,60.780
5,4,अणिनुणः॥५.४.१५॥,60.780,62.860
5,4,विसारिणोमत्स्ये॥५.४.१६॥,62.860,66.020
5,4,संख्यायाःक्रियाभ्यावृत्तिगणनेकृत्वसुच्॥५.४.१७॥,66.020,71.820
5,4,द्वित्रिचतुर्भ्यःसुच्॥५.४.१८॥,71.820,74.740
5,4,एकस्यसकृच्च॥५.४.१९॥,74.740,77.520
5,4,विभाषाबहोर्धाविप्रकृष्टकाले॥५.४.२०॥,77.520,81.440
5,4,तत्प्रकृतवचनेमयट्॥५.४.२१॥,81.440,90.720
5,4,समूहवच्चबहुषु॥५.४.२२॥,90.720,93.620
5,4,अनन्तावसथेतिहभेषजाञ्ञ्यः॥५.४.२३॥,93.620,98.340
5,4,देवतान्तात्तादर्थ्येयत्॥५.४.२४॥,98.340,102.060
5,4,पादार्घाभ्यांच॥५.४.२५॥,102.060,106.780
5,4,अतिथेर्ञ्यः॥५.४.२६॥,106.780,109.760
5,4,देवात्तल्॥५.४.२७॥,109.760,112.520
5,4,अवेःकः॥५.४.२८॥,112.520,115.040
5,4,यावादिभ्यःकन्॥५.४.२९॥,115.040,118.340
5,4,लोहितान्मणौ॥५.४.३०॥,118.340,121.300
5,4,वर्णेचानित्ये॥५.४.३१॥,121.300,124.560
5,4,रक्ते॥५.४.३२॥,124.560,126.020
5,4,कालाच्च॥५.४.३३॥,126.020,129.540
5,4,विनयादिभ्यष्ठक्॥५.४.३४॥,129.540,132.560
5,4,वाचोव्याहृतार्थायाम्॥५.४.३५॥,132.560,136.920
5,4,तद्युक्तात्कर्मणोऽण्॥५.४.३६॥,136.920,140.840
5,4,ओषधेरजातौ॥५.४.३७॥,140.840,143.040
5,4,प्रज्ञादिभ्यश्च॥५.४.३८॥,143.040,147.200
5,4,मृदस्तिकन्॥५.४.३९॥,147.200,149.580
5,4,सस्नौप्रशंसायाम्॥५.४.४०॥,149.580,153.380
5,4,वृकज्येष्ठाभ्यांतिल्तातिलौचच्छन्दसि॥५.४.४१॥,153.380,159.940
5,4,बह्वल्पार्थाच्छस्कारकादन्यतरस्याम्॥५.४.४२॥,159.940,166.480
5,4,संख्यैकवचनाच्चवीप्सायाम्॥५.४.४३॥,166.480,170.400
5,4,प्रतियोगेपञ्चम्यास्तसिः॥५.४.४४॥,170.400,176.160
5,4,अपादानेचाहीयरुहोः॥५.४.४५॥,176.160,180.780
5,4,अतिग्रहाव्यथनक्षेपेष्वकर्तरितृतीयायाः॥५.४.४६॥,180.780,186.260
5,4,हीयमानपापयोगाच्च॥५.४.४७॥,186.260,191.220
5,4,षष्ठ्याव्याश्रये॥५.४.४८॥,191.220,194.980
5,4,रोगाच्चापनयने॥५.४.४९॥,194.980,198.660
5,4,अभूततद्भावेकृभ्वस्तियोगेसम्पद्यकर्तरिच्विः॥५.४.५०॥,198.660,205.480
5,4,अरुर्मनश्चक्षुश्चेतोरहोरजसांलोपश्च॥५.४.५१॥,205.480,211.600
5,4,विभाषासातिकार्त्स्न्ये॥५.४.५२॥,211.600,215.600
5,4,अभिविधौसम्पदाच॥५.४.५३॥,215.600,218.240
5,4,तदधीनवचने॥५.४.५४॥,218.240,221.220
5,4,देयेत्राच॥५.४.५५॥,221.220,224.560
5,4,देवमनुष्यपुरुषपुरुमर्त्येभ्योद्वितीयासप्तम्योर्बहुलम्॥५.४.५६॥,224.560,233.800
5,4,अव्यक्तानुकरणाद्द्व्यजवरार्धादनितौडाच्॥५.४.५७॥,233.800,238.900
5,4,कृञोद्वितीयतृतीयशम्बबीजात्कृषौ॥५.४.५८॥,238.900,244.640
5,4,संख्यायाश्चगुणान्तायाः॥५.४.५९॥,244.640,250.380
5,4,समयाच्चयापनायाम्॥५.४.६०॥,250.380,254.440
5,4,सपत्त्रनिष्पत्रादतिव्यथने॥५.४.६१॥,254.440,258.840
5,4,निष्कुलान्निष्कोषणे॥५.४.६२॥,258.840,261.600
5,4,सुखप्रियादानुलोम्ये॥५.४.६३॥,261.600,266.080
5,4,दुःखात्प्रातिलोम्ये॥५.४.६४॥,266.080,268.960
5,4,शूलात्पाके॥५.४.६५॥,268.960,272.380
5,4,सत्यादशपथे॥५.४.६६॥,272.380,275.800
5,4,मद्रात्परिवापणे॥५.४.६७॥,275.800,278.720
5,4,समासान्ताः॥५.४.६८॥,278.720,282.940
5,4,नपूजनात्॥५.४.६९॥,282.940,284.920
5,4,किमःक्षेपे॥५.४.७०॥,284.920,288.740
5,4,नञस्तत्पुरुषात्॥५.४.७१॥,288.740,292.180
5,4,पथोविभाषा॥५.४.७२॥,292.180,294.700
5,4,बहुव्रीहौसंख्येयेडजबहुगणात्॥५.४.७३॥,294.700,301.240
5,4,ऋक्पूरब्धूःपथामानक्षे॥५.४.७४॥,301.240,306.580
5,4,अच्प्रत्यन्ववपूर्वात्सामलोम्नः॥५.४.७५॥,306.580,312.620
5,4,अक्ष्णोऽदर्शनात्॥५.४.७६॥,312.620,316.920
5,4,अचतुरविचतुरसुचतुरस्त्रीपुंसधेन्वनडुहर्क्सामवाङ्मनसाक्षिभ्रुवदारगवोर्वष्ठीवपदष्ठीवनक्तंदिवरात्रिंदिवाहर्दिवसरजसनिःश्रेयसपुरुषायुषद्व्यायुषत्र्यायुषर्ग्यजुषजातोक्षमहोक्षवृद्धोक्षोपशुनगोष्ठश्वाः॥५.४.७७॥,316.920,344.380
5,4,ब्रह्महस्तिभ्याम्वर्च्चसः॥५.४.७८॥,344.380,348.520
5,4,अवसमन्धेभ्यस्तमसः॥५.४.७९॥,348.520,352.200
5,4,श्वसोवसीयःश्रेयसः॥५.४.८०॥,352.200,355.140
5,4,अन्ववतप्ताद्रहसः॥५.४.८१॥,355.140,359.100
5,4,प्रतेरुरसःसप्तमीस्थात्॥५.४.८२॥,359.100,364.160
5,4,अनुगवमायामे॥५.४.८३॥,364.160,367.020
5,4,द्विस्तावात्रिस्तावावेदिः॥५.४.८४॥,367.020,371.480
5,4,उपसर्गादध्वनः॥५.४.८५॥,371.480,373.940
5,4,तत्पुरुषस्याङ्गुलेःसंख्याव्ययादेः॥५.४.८६॥,373.940,380.420
5,4,अहस्सर्वैकदेशसंख्यातपुण्याच्चरात्रेः॥५.४.८७॥,380.420,385.880
5,4,अह्नोऽह्नएतेभ्यः॥५.४.८८॥,385.880,389.860
5,4,नसंख्यादेःसमाहारे॥५.४.८९॥,389.860,395.620
5,4,उत्तमैकाभ्यांच॥५.४.९०॥,395.620,398.560
5,4,राजाहस्सखिभ्यष्टच्॥५.४.९१॥,398.560,402.300
5,4,गोरतद्धितलुकि॥५.४.९२॥,402.300,405.740
5,4,अग्राख्यायामुरसः॥५.४.९३॥,405.740,409.420
5,4,अनोऽश्मायस्सरसाम्जातिसंज्ञयोः॥५.४.९४॥,409.420,415.200
5,4,ग्रामकौटाभ्यांचतक्ष्णः॥५.४.९५॥,415.200,421.100
5,4,अतेःशुनः॥५.४.९६॥,421.100,423.640
5,4,उपमानादप्राणिषु॥५.४.९७॥,423.640,426.200
5,4,उत्तरमृगपूर्वाच्चसक्थ्नः॥५.४.९८॥,426.200,430.460
5,4,नावोद्विगोः॥५.४.९९॥,430.460,433.700
5,4,अर्धाच्च॥५.४.१००॥,433.700,436.880
5,4,खार्याःप्राचाम्॥५.४.१०१॥,436.880,440.760
5,4,द्वित्रिभ्यामञ्जलेः॥५.४.१०२॥,440.760,444.540
5,4,अनसन्तान्नपुंसकाच्छन्दसि॥५.४.१०३॥,444.540,448.020
5,4,ब्रह्मणोजानपदाख्यायाम्॥५.४.१०४॥,448.020,452.780
5,4,कुमहद्भ्यामन्यतरस्याम्॥५.४.१०५॥,452.780,456.980
5,4,द्वन्द्वाच्चुदषहान्तात्समाहारे॥५.४.१०६॥,456.980,462.940
5,4,अव्ययीभावेशरत्प्रभृतिभ्यः॥५.४.१०७॥,462.940,467.400
5,4,अनश्च॥५.४.१०८॥,467.400,469.120
5,4,नपुंसकादन्यतरस्याम्॥५.४.१०९॥,469.120,473.440
5,4,नदीपौर्णमास्याग्रहायणीभ्यः॥५.४.११०॥,473.440,478.420
5,4,झयः॥५.४.१११॥,478.420,481.160
5,4,गिरेश्चसेनकस्य॥५.४.११२॥,481.160,483.740
5,4,बहुव्रीहौसक्थ्यक्ष्णोःस्वाङ्गात्षच्॥५.४.११३॥,483.740,488.600
5,4,अङ्गुलेर्दारुणि॥५.४.११४॥,488.600,491.900
5,4,द्वित्रिभ्यांषमूर्ध्नः॥५.४.११५॥,491.900,495.660
5,4,अप्पूरणीप्रमाण्योः॥५.४.११६॥,495.660,499.700
5,4,अन्तर्बहिर्भ्यांचलोम्नः॥५.४.११७॥,499.700,503.640
5,4,अञ्नासिकायाःसंज्ञायांनसंचास्थूलात्॥५.४.११८॥,503.640,510.920
5,4,उपसर्गाच्च॥५.४.११९॥,510.920,513.780
5,4,सुप्रातसुश्वसुदिवशारिकुक्षचतुरश्रैणीपदाजपदप्रोष्ठपदाः॥५.४.१२०॥,513.780,521.820
5,4,नञ्दुःसुभ्योहलिसक्थ्योरन्यतरस्याम्॥५.४.१२१॥,521.820,527.180
5,4,नित्यमसिच्प्रजामेधयोः॥५.४.१२२॥,527.180,531.480
5,4,बहुप्रजाश्छन्दसि॥५.४.१२३॥,531.480,534.860
5,4,धर्मादनिच्केवलात्॥५.४.१२४॥,534.860,538.640
5,4,जम्भासुहरिततृणसोमेभ्यः॥५.४.१२५॥,538.640,543.180
5,4,दक्षिणेर्मालुब्धयोगे॥५.४.१२६॥,543.180,547.740
5,4,इच्कर्मव्यतिहारे॥५.४.१२७॥,547.740,551.320
5,4,द्विदण्ड्यादिभ्यश्च॥५.४.१२८॥,551.320,554.120
5,4,प्रसम्भ्यांजानुनोर्ज्ञुः॥५.४.१२९॥,554.120,558.440
5,4,ऊर्ध्वाद्विभाषा॥५.४.१३०॥,558.440,562.320
5,4,ऊधसोऽनङ्॥५.४.१३१॥,562.320,566.620
5,4,धनुषश्च॥५.४.१३२॥,566.620,567.680
5,4,वासंज्ञायाम्॥५.४.१३३॥,567.680,571.660
5,4,जायायानिङ्॥५.४.१३४॥,571.660,574.360
5,4,गन्धस्येदुत्पूतिसुसुरभिभ्यः॥५.४.१३५॥,574.360,578.900
5,4,अल्पाख्यायाम्॥५.४.१३६॥,578.900,583.460
5,4,उपमानाच्च॥५.४.१३७॥,583.460,586.520
5,4,पादस्यलोपोऽहस्त्यादिभ्यः॥५.४.१३८॥,586.520,589.960
5,4,कुम्भपदीषुच॥५.४.१३९॥,589.960,593.000
5,4,संख्यासुपूर्वस्य॥५.४.१४०॥,593.000,596.500
5,4,वयसिदन्तस्यदतृ॥५.४.१४१॥,596.500,599.960
5,4,छन्दसिच॥५.४.१४२॥,599.960,602.380
5,4,स्त्रियांसंज्ञायाम्॥५.४.१४३॥,602.380,605.880
5,4,विभाषाश्यावारोकाभ्याम्॥५.४.१४४॥,605.880,610.320
5,4,अग्रान्तशुद्धशुभ्रवृषवराहेभ्यश्च॥५.४.१४५॥,610.320,615.420
5,4,ककुदस्यावस्थायांलोपः॥५.४.१४६॥,615.420,621.220
5,4,त्रिककुत्पर्वते॥५.४.१४७॥,621.220,624.480
5,4,उद्विभ्यांकाकुदस्य॥५.४.१४८॥,624.480,628.320
5,4,पूर्णाद्विभाषा॥५.४.१४९॥,628.320,631.860
5,4,सुहृद्दुर्हृदौमित्रामित्रयोः॥५.४.१५०॥,631.860,636.140
5,4,उरःप्रभृतिभ्यःकप्॥५.४.१५१॥,636.140,639.300
5,4,इनःस्त्रियाम्॥५.४.१५२॥,639.300,641.600
5,4,नद्यृतश्च॥५.४.१५३॥,641.600,643.620
5,4,शेषाद्विभाषा॥५.४.१५४॥,643.620,647.280
5,4,नसंज्ञायाम्॥५.४.१५५॥,647.280,650.680
5,4,ईयसश्च॥५.४.१५६॥,650.680,652.440
5,4,वन्दितेभ्रातुः॥५.४.१५७॥,652.440,653.140
5,4,ऋतश्छन्दसि॥५.४.१५८॥,653.140,653.900
5,4,नाडीतन्त्र्योःस्वाङ्गे॥५.४.१५९॥,653.900,655.180
5,4,निष्प्रवाणिश्च॥५.४.१६०॥,655.180,656.280
5,4,पादशतस्य-तत्प्रकृत-वृकज्येष्ठाभ्यां-सपत्र-अन्ववतप्तात्-खार्या-नञ्दुःसुभ्यो-वयसि-विंशतिः॥,656.280,678.120
5,4,इतिचतुर्थःपादः॥,678.120,681.740
5,4,इतिपञ्चमोध्यायः॥,681.740,685.920
6,1,अथषष्ठोध्यायः।,0.000,2.900
6,1,अथप्रथमःपादः।,2.900,8.360
6,1,एकाचोद्वेप्रथमस्य॥६.१.१॥,8.360,12.180
6,1,अजादेर्द्वितीयस्य॥६.१.२॥,12.180,15.420
6,1,नन्द्राःसंयोगादयः॥६.१.३॥,15.420,18.900
6,1,पूर्वोऽभ्यासः॥६.१.४॥,18.900,21.680
6,1,उभेअभ्यस्तम्॥६.१.५॥,21.680,24.400
6,1,जक्षित्यादयःषट्॥६.१.६॥,24.400,26.660
6,1,तुजादीनांदीर्घोऽभ्यासस्य॥६.१.७॥,26.660,31.820
6,1,लिटिधातोरनभ्यासस्य॥६.१.८॥,31.820,35.060
6,1,सन्यङोः॥६.१.९॥,35.060,37.060
6,1,श्लौ॥६.१.१०॥,37.060,38.200
6,1,चङि॥६.१.११॥,38.200,40.060
6,1,दाश्वान्साह्वान्मीढ्वांश्च॥६.१.१२॥,40.060,43.580
6,1,ष्यङःसम्प्रसारणंपुत्रपत्योस्तत्पुरुषे॥६.१.१३॥,43.580,50.060
6,1,बन्धुनिबहुव्रीहौ॥६.१.१४॥,50.060,52.880
6,1,वचिस्वपियजादीनांकिति॥६.१.१५॥,52.880,56.560
6,1,ग्रहिज्यावयिव्यधिवष्टिविचतिवृश्चतिपृच्छतिभृज्जतीनांङितिच॥६.१.१६॥,56.560,64.660
6,1,लिट्यभ्यासस्योभयेषाम्॥६.१.१७॥,64.660,68.200
6,1,स्वापेश्चङि॥६.१.१८॥,68.200,70.680
6,1,स्वपिस्यमिव्येञांयङि॥६.१.१९॥,70.680,74.040
6,1,नवशः॥६.१.२०॥,74.040,75.460
6,1,चायःकी॥६.१.२१॥,75.460,78.160
6,1,स्फायःस्फीनिष्ठायाम्॥६.१.२२॥,78.160,81.480
6,1,स्त्यःप्रपूर्वस्य॥६.१.२३॥,81.480,84.680
6,1,द्रवमूर्तिस्पर्शयोःश्यः॥६.१.२४॥,84.680,87.920
6,1,प्रतेश्च॥६.१.२५॥,87.920,90.640
6,1,विभाषाऽभ्यवपूर्वस्य॥६.१.२६॥,90.640,94.220
6,1,शृतंपाके॥६.१.२७॥,94.220,96.220
6,1,प्यायःपी॥६.१.२८॥,96.220,99.020
6,1,लिड्यङोश्च॥६.१.२९॥,99.020,101.500
6,1,विभाषाश्वेः॥६.१.३०॥,101.500,104.520
6,1,णौचसंश्चङोः॥६.१.३१॥,104.520,107.180
6,1,ह्वःसम्प्रसारणम्॥६.१.३२॥,107.180,110.060
6,1,अभ्यस्तस्यच॥६.१.३३॥,110.060,112.400
6,1,बहुलंछन्दसि॥६.१.३४॥,112.400,114.300
6,1,चायःकी॥६.१.३५॥,114.300,117.280
6,1,अपस्पृधेथामानृचुरानृहुश्चिच्युषेतित्याजश्राताःश्रितमाशीराशीर्त्ताः॥६.१.३६॥,117.280,128.160
6,1,नसम्प्रसारणेसम्प्रसारणम्॥६.१.३७॥,128.160,132.320
6,1,लिटिवयोयः॥६.१.३८॥,132.320,134.680
6,1,वश्चास्यान्यतरस्याम्किति॥६.१.३९॥,134.680,139.060
6,1,वेञः॥६.१.४०॥,139.060,140.880
6,1,ल्यपिच॥६.१.४१॥,140.880,142.700
6,1,ज्यश्च॥६.१.४२॥,142.700,143.100
6,1,व्यश्च॥६.१.४३॥,143.100,144.340
6,1,विभाषापरेः॥६.१.४४॥,144.340,148.940
6,1,आदेचउपदेशेऽशिति॥६.१.४५॥,148.940,152.240
6,1,नव्योलिटि॥६.१.४६॥,152.240,154.380
6,1,स्फुरतिस्फुलत्योर्घञि॥६.१.४७॥,154.380,157.240
6,1,क्रीङ्जीनांणौ॥६.१.४८॥,157.240,160.580
6,1,सिध्यतेरपारलौकिके॥६.१.४९॥,160.580,163.900
6,1,मीनातिमिनोतिदीङांल्यपिच॥६.१.५०॥,163.900,168.140
6,1,विभाषालीयतेः॥६.१.५१॥,168.140,170.740
6,1,खिदेश्छन्दसि॥६.१.५२॥,170.740,174.180
6,1,अपगुरोणमुलि॥६.१.५३॥,174.180,176.020
6,1,चिस्फुरोर्णौ॥६.१.५४॥,176.020,178.660
6,1,प्रजनेवीयतेः॥६.१.५५॥,178.660,181.700
6,1,बिभेतेर्हेतुभये॥६.१.५६॥,181.700,185.520
6,1,नित्यंस्मयतेः॥६.१.५७॥,185.520,188.380
6,1,सृजिदृशोर्झल्यमकिति॥६.१.५८॥,188.380,192.300
6,1,अनुदात्तस्यचर्दुपधस्यान्यतरस्याम्॥६.१.५९॥,192.300,197.160
6,1,शीर्षंश्छन्दसि॥६.१.६०॥,197.160,199.980
6,1,येचतद्धिते॥६.१.६१॥,199.980,202.400
6,1,अचिशीर्षः॥६.१.६२॥,202.400,204.120
6,1,पद्दन्नोमास्हृन्निशसन्यूषन्दोषन्यकञ्छकन्नुदन्नासञ्छस्प्रभृतिषु॥६.१.६३॥,204.120,212.960
6,1,धात्वादेःषःसः॥६.१.६४॥,212.960,217.940
6,1,णोनः॥६.१.६५॥,217.940,219.680
6,1,लोपोव्योर्वलि॥६.१.६६॥,219.680,222.680
6,1,वेरपृक्तस्य॥६.१.६७॥,222.680,225.240
6,1,हल्ङ्याब्भ्योदीर्घात्सुतिस्यपृक्तंहल्॥६.१.६८॥,225.240,230.020
6,1,एङ्ह्रस्वात्सम्बुद्धेः॥६.१.६९॥,230.020,234.300
6,1,शेश्छन्दसिबहुलम्॥६.१.७०॥,234.300,237.140
6,1,ह्रस्वस्यपितिकृतितुक्॥६.१.७१॥,237.140,240.420
6,1,संहितायाम्॥६.१.७२॥,240.420,242.420
6,1,छेच॥६.१.७३॥,242.420,243.960
6,1,आङ्माङोश्च॥६.१.७४॥,243.960,245.820
6,1,दीर्घात्॥६.१.७५॥,245.820,246.960
6,1,पदान्ताद्वा॥६.१.७६॥,246.960,251.840
6,1,इकोयणचि॥६.१.७७॥,251.840,253.400
6,1,एचोऽयवायावः॥६.१.७८॥,253.400,256.520
6,1,वान्तोयिप्रत्यये॥६.१.७९॥,256.520,259.500
6,1,धातोस्तन्निमित्तस्यैव॥६.१.८०॥,259.500,263.040
6,1,क्षय्यजय्यौशक्यार्थे॥६.१.८१॥,263.040,266.680
6,1,क्रय्यस्तदर्थे॥६.१.८२॥,266.680,269.320
6,1,भय्यप्रवय्येचच्छन्दसि॥६.१.८३॥,269.320,273.480
6,1,एकःपूर्वपरयोः॥६.१.८४॥,273.480,276.620
6,1,अन्तादिवच्च॥६.१.८५॥,276.620,278.720
6,1,षत्वतुकोरसिद्धः॥६.१.८६॥,278.720,281.760
6,1,आद्गुणः॥६.१.८७॥,281.760,283.460
6,1,वृद्धिरेचि॥६.१.८८॥,283.460,285.440
6,1,एत्येधत्यूठ्सु॥६.१.८९॥,285.440,288.420
6,1,आटश्च॥६.१.९०॥,288.420,289.760
6,1,उपसर्गादृतिधातौ॥६.१.९१॥,289.760,293.480
6,1,वासुप्यापिशलेः॥६.१.९२॥,293.480,296.520
6,1,औतोऽम्शसोः॥६.१.९३॥,296.520,299.220
6,1,एङिपररूपम्॥६.१.९४॥,299.220,301.620
6,1,ओमाङोश्च॥६.१.९५॥,301.620,303.620
6,1,उस्यपदान्तात्॥६.१.९६॥,303.620,307.620
6,1,अतोगुणे॥६.१.९७॥,307.620,309.620
6,1,अव्यक्तानुकरणस्यातइतौ॥६.१.९८॥,309.620,313.380
6,1,नाम्रेडितस्यान्त्यस्यतुवा॥६.१.९९॥,313.380,317.800
6,1,नित्यमाम्रेडितेडाचि॥६.१.१००॥,317.800,321.380
6,1,अकःसवर्णेदीर्घः॥६.१.१०१॥,321.380,324.740
6,1,प्रथमयोःपूर्वसवर्णः॥६.१.१०२॥,324.740,328.240
6,1,तस्माच्छसोनःपुंसि॥६.१.१०३॥,328.240,331.740
6,1,नादिचि॥६.१.१०४॥,331.740,333.620
6,1,दीर्घाज्जसिच॥६.१.१०५॥,333.620,336.400
6,1,वाछन्दसि॥६.१.१०६॥,336.400,338.700
6,1,अमिपूर्वः॥६.१.१०७॥,338.700,341.100
6,1,सम्प्रसारणाच्च॥६.१.१०८॥,341.100,344.100
6,1,एङःपदान्तादति॥६.१.१०९॥,344.100,346.980
6,1,ङसिङसोश्च॥६.१.११०॥,346.980,348.700
6,1,ऋतउत्॥६.१.१११॥,348.700,351.420
6,1,ख्यत्यात्परस्य॥६.१.११२॥,351.420,353.700
6,1,अतोरोरप्लुतादप्लुते॥६.१.११३॥,353.700,357.340
6,1,हशिच॥६.१.११४॥,357.340,358.920
6,1,प्रकृत्याऽन्तःपादमव्यपरे॥६.१.११५॥,358.920,362.940
6,1,अव्यादवद्यादवक्रमुरव्रतायमवन्त्ववस्युषुच॥६.१.११६॥,362.940,369.780
6,1,यजुष्युरः॥६.१.११७॥,369.780,371.680
6,1,आपोजुषाणोवृष्णोवर्षिष्ठेऽम्बेऽम्बालेऽम्बिकेपूर्वे॥६.१.११८॥,371.680,379.360
6,1,अङ्गइत्यादौच॥६.१.११९॥,379.360,382.160
6,1,अनुदात्तेचकुधपरे॥६.१.१२०॥,382.160,385.480
6,1,अवपथासिच॥६.१.१२१॥,385.480,387.720
6,1,सर्वत्रविभाषागोः॥६.१.१२२॥,387.720,391.220
6,1,अवङ्स्फोटायनस्य॥६.१.१२३॥,391.220,394.020
6,1,इन्द्रेच॥६.१.१२४॥,394.020,395.880
6,1,प्लुतप्रगृह्याअचिनित्यम्॥६.१.१२५॥,395.880,399.000
6,1,आङोऽनुनासिकश्छन्दसि॥६.१.१२६॥,399.000,402.560
6,1,इकोऽसवर्णेशाकल्यस्यह्रस्वश्च॥६.१.१२७॥,402.560,406.520
6,1,ऋत्यकः॥६.१.१२८॥,406.520,409.020
6,1,अप्लुतवदुपस्थिते॥६.१.१२९॥,409.020,412.020
6,1,ई३चाक्रवर्मणस्य॥६.१.१३०॥,412.020,416.340
6,1,दिवउत्॥६.१.१३१॥,416.340,418.600
6,1,एतत्तदोःसुलोपोऽकोरनञ्समासेहलि॥६.१.१३२॥,418.600,423.220
6,1,स्यश्छन्दसिबहुलम्॥६.१.१३३॥,423.220,425.840
6,1,सोऽचिलोपेचेत्पादपूरणम्॥६.१.१३४॥,425.840,430.180
6,1,सुट्कात्पूर्वः॥६.१.१३५॥,430.180,432.520
6,1,अडभ्यासव्यवायेऽपि॥६.१.१३६॥,432.520,435.720
6,1,सम्पर्युपेभ्यःकरोतौभूषणे॥६.१.१३७॥,435.720,440.120
6,1,समवायेच॥६.१.१३८॥,440.120,442.460
6,1,उपात्प्रतियत्नवैकृतवाक्याध्याहारेषु॥६.१.१३९॥,442.460,448.080
6,1,किरतौलवने॥६.१.१४०॥,448.080,450.640
6,1,हिंसायांप्रतेश्च॥६.१.१४१॥,450.640,453.320
6,1,अपाच्चतुष्पाच्छकुनिष्वालेखने॥६.१.१४२॥,453.320,458.740
6,1,कुस्तुम्बुरूणिजातिः॥६.१.१४३॥,458.740,461.700
6,1,अपरस्पराःक्रियासातत्ये॥६.१.१४४॥,461.700,465.760
6,1,गोष्पदंसेवितासेवितप्रमाणेषु॥६.१.१४५॥,465.760,470.600
6,1,आस्पदंप्रतिष्ठायाम्॥६.१.१४६॥,470.600,474.100
6,1,आश्चर्यमनित्ये॥६.१.१४७॥,474.100,477.240
