Kanda,Varga,Sentence,Sentence Start,Sentence End
2,8,नियुद्धंबाहुयुद्धेऽथतुमुलंरणसङ्कुले॥२.८.१०६॥,1209.180,1214.400
2,8,क्ष्वेडातुसिंहनादःस्यात्करिणांघटनाघटा।,1214.400,1221.780
2,8,क्रन्दनंयोधसंरावोबृंहितंकरिगर्जितम्॥२.८.१०७॥,1221.780,1225.600
2,8,विस्फारोधनुषःस्वानःपताहाडम्बरोसमौ।,1225.600,1231.560
2,8,प्रसभंतुबलात्कारोहठोऽथस्खलितंछलम्॥२.८.१०८॥,1231.560,1237.480
2,8,अजन्यंक्लीबमुत्पातउपसर्गःसमंत्रयम्।,1237.480,1244.860
2,8,मूर्छातुकश्मलंमोहोऽप्यवमर्दस्तुपीडनम्॥२.८.१०९॥,1244.860,1251.680
2,8,अभ्यवस्कन्दनंत्वभ्यासादनंविजयोजयः।,1251.680,1256.660
2,8,वैरशुद्धिःप्रतीकारोवैरनिर्यातनंचसा॥२.८.११०॥,1256.660,1261.360
2,8,प्रद्रावोद्द्रावसंद्रावसंदावाविद्रवोद्रवः।,1261.360,1266.520
2,8,अपक्रमोऽपयानंचरणेभङ्गःपराजयः॥२.८.१११॥,1266.520,1273.160
2,8,पराजितपराभूतौत्रिषुनष्टतिरोहितौ।,1273.160,1275.620
2,8,प्रमापणंनिबर्हणंनिकारणंविशारणम्॥२.८.११२॥,1275.620,1281.280
2,8,प्रवासनंपरासनंनिषूदनंनिहिंसनम्।,1281.280,1287.520
2,8,निर्वासनंसंज्ञपनंनिर्ग्रन्थनमपासनम्॥२.८.११३॥,1287.520,1293.240
2,8,निस्तर्हणंनिहननंक्षणनंपरिवर्जनम्।,1293.240,1298.380
2,8,निर्वापणंविशसनंमारणंप्रतिघातनम्॥२.८.११४॥,1298.380,1303.600
2,8,उद्वासनप्रमथनक्रथनोज्जासनानिच।,1303.600,1309.580
2,8,आलम्भपिञ्जविशरघातोन्माथवधाअपि॥२.८.११५॥,1309.580,1313.080
2,8,स्यात्पञ्चताकालधर्मोदिष्टान्तःप्रलयोऽत्ययः।,1313.080,1320.760
2,8,अन्तोनाशोद्वयोर्मृत्युर्मरणंनिधनोऽस्त्रियाम्॥२.८.११६॥,1320.760,1326.920
2,8,परासुप्राप्तपञ्चत्वपरेतप्रेतसंस्थिताः।,1326.920,1333.540
2,8,मृतप्रमीतौत्रिष्वेतेचिताचित्याचितिःस्त्रियाम्॥२.८.११७॥,1333.540,1339.880
2,8,कबन्धोऽस्त्रीक्रियायुक्तमपमूर्धकलेवरम्।,1339.880,1345.900
2,8,श्मशानंस्यात्पितृवनंकुणपःशवमस्त्रियाम्॥२.८.११८॥,1345.900,1351.560
2,8,प्रग्रहोपग्रहौबन्द्यांकारास्यात्बन्धनालये।,1351.560,1358.960
2,8,पूंसिभूम्न्यसवःप्राणाश्चैवंजीवोऽसुधारणम्॥२.८.११९॥,1358.960,1364.640
2,8,आयुर्जीवितकालोनाजीवतुर्जीवनौषधम्।,1364.640,1370.240
2,8,इतिक्षत्रियवर्गः।,1370.240,1376.080
2,9,अथवैश्यवर्गः।,0.000,2.480
2,9,ऊरव्याऊरुजाअर्यावैश्याभूमिस्पृशोविशः।,2.480,9.440
2,9,आजीवोजीविकावार्तावृत्तिर्वर्तनजीवने॥२.९.१॥,9.440,16.400
2,9,स्त्रियांकृषिःपाशुपाल्यंवाणिज्यंचेतिवृत्तयः।,16.400,23.320
2,9,सेवाश्ववृत्तिरनृतंकृषिरुञ्छशिलंत्वृतम्॥२.९.२॥,23.320,29.800
2,9,द्वेयाचितायाचितयोर्यथासंख्यंमृतामृते।,29.800,36.400
2,9,सत्यानृतंवणिग्भावःस्यादृणंपर्युदञ्चनम्॥२.९.३॥,36.400,43.080
2,9,उद्धारोऽर्थप्रयोगस्तुकुसीदंवृद्धिजीविका।,43.080,49.140
2,9,याच्ञयाप्तंयाचितकंनिमयादापमित्यकम्॥२.९.४॥,49.140,55.120
2,9,उत्तमर्णाधमर्णौद्वौप्रयोक्तृग्राहकौक्रमात्।,55.120,62.460
2,9,कुसीदिकोवार्धुषिकोवृद्ध्याजीवश्चवार्धुषिः॥२.९.५॥,62.460,67.240
2,9,क्षेत्राजीवःकर्षकश्चकृषिकश्चकृषीवलः।,67.240,73.060
2,9,क्षेत्रंव्रैहेयशालेयंव्रीहिशाल्युद्भवोहियत्॥२.९.६॥,73.060,80.040
2,9,यव्यंयवक्यंषष्टिक्यंयवादिभवनंहियत्।,80.040,86.980
2,9,तिल्यंतैलीनवन्माषोमाणुभङ्गाद्विरूपता॥२.९.७॥,86.980,94.600
2,9,मौद्गीनकौद्रवीणादिशेषधान्योद्भवक्षमम्।,94.600,99.420
2,9,शाकक्षेत्रादिकेशाकशाकटंशाकशाकिनम्॥२.९.८॥,99.420,105.160
2,9,बीजाकृतंतूप्तकृष्टेसीत्यंकृष्टंचहल्यवत्।,105.160,112.200
2,9,त्रिगुणाकृतंतृतीयाकृतंत्रिहल्यंत्रिसीत्यमपितस्मिन्॥२.९.९॥,112.200,117.840
2,9,द्विगुणाकृतेतुसर्वंपूर्वंशम्बाकृतमपीह।,117.840,125.080
2,9,द्रोणाढकादिवापादौद्रौणिकाढकिकादयः॥२.९.१०॥,125.080,131.400
2,9,खारीवापस्तुखारीकउत्तमर्णादयस्त्रिषु।,131.400,139.260
2,9,पुन्नपुंसकयोर्वप्रःकेदारःक्षेत्रमस्यतु॥२.९.११॥,139.260,145.080
2,9,कैदारकंस्यात्कैदार्यंक्षेत्रंकैदारिकंगणे।,145.080,152.680
2,9,लोष्टानिलेष्टवःपुंसिकोटिशोलोष्टभेदनः॥२.९.१२॥,152.680,157.560
2,9,प्राजनंतोदनंतोत्रंखनित्रमवदारणे।,157.560,166.200
2,9,दात्रंलवित्रमाबन्धोयोत्रंयोक्त्रमथोफलम्॥२.९.१३॥,166.200,170.600
2,9,निरीशंकुटकंफालःकृषकोलाङ्गलंहलम्।,170.600,175.240
2,9,गोदारणंचशीरोऽथशम्यास्त्रीयुगकीलकः॥२.९.१४॥,175.240,183.320
2,9,ईषालाङ्गलदण्डःस्यात्सीतालाङ्गलपद्धतिः।,183.320,190.060
2,9,पुंसिमेधिःखलेदारुन्यस्तंयत्पशुबन्धने॥२.९.१५॥,190.060,195.280
2,9,आशुर्व्रीहिःपाटलःस्याच्छितशूकयवौसमौ।,195.280,201.400
2,9,तोक्मस्तुतत्रहरितेकलायस्तुसतीनकः॥२.९.१६॥,201.400,205.440
2,9,हरेणुरेणुकौचास्मिन्कोरदूषस्तुकोद्रवः।,205.440,212.900
2,9,मङ्गल्यकोमसूरोऽथमकुष्टकमयुष्टकौ॥२.९.१७॥,212.900,218.120
2,9,वनमुद्गेसर्षपेतुद्वौतन्तुभकदम्बकौ।,218.120,226.240
2,9,सिद्धार्थस्त्वेषधवलोगोधूमःसुमनःसमौ॥२.९.१८॥,226.240,231.080
2,9,स्याद्यावकस्तुकुल्माषश्चणकोहरिमन्थकः।,231.080,236.860
2,9,द्वौतिलेतिलपेजश्चतिलपिञ्जश्चनिष्फले॥२.९.१९॥,236.860,242.320
2,9,क्षवःक्षुताभिजननोराजिकाकृष्णिकासुरी।,242.320,248.600
2,9,स्त्रियौकङ्गुप्रियङ्गूद्वेअतसीस्यादुमाक्षुमा॥२.९.२०॥,248.600,253.800
2,9,मातुलानीतुभङ्गायांव्रीहिभेदस्त्वणुःपुमान्।,253.800,261.280
2,9,किंशारुःसस्यशूकंस्यात्कणिशंसस्यमञ्जरी॥२.९.२१॥,261.280,266.960
2,9,धान्यंव्रीहिःस्तम्बकरिःस्तम्बोगुच्छस्तृणादिनः।,266.960,272.500
2,9,नाडीनालञ्चकाण्डोऽस्यपलालोऽस्त्रीसनिष्फलः॥२.९.२२॥,272.500,278.560
2,9,कडङ्गरोबुसंक्लीबेधान्यत्वचितुषःपुमान्।,278.560,287.340
2,9,शूकोऽस्त्रीश्लक्ष्णतीक्ष्णाग्रेशमीशिम्बात्रिषूत्तरे॥२.९.२३॥,287.340,292.800
2,9,ऋद्धमावसितंधान्यंपूतंतुबहुलीकृतम्।,292.800,298.400
2,9,माषादयःशमीधान्येशूकधान्येयवादयः॥२.९.२४॥,298.400,306.680
2,9,शालयःकलमाद्याश्चषष्टिकाद्याश्चपुंस्यमी।,306.680,310.580
2,9,तृणधान्यानिनीवाराःस्त्रीगवेधुर्गवेधुका॥२.९.२५॥,310.580,317.000
2,9,अयोग्रंमुसलोऽस्त्रीस्यादुदूखलमुलूखलम्।,317.000,323.000
2,9,प्रस्फोटनंशूर्पमस्त्रीचालनीतितउःपुमान्॥२.९.२६॥,323.000,327.080
2,9,स्यूतप्रसेवौकण्डोलपिटौकटकिलिञ्जकौ।,327.080,332.620
2,9,समानौरसवत्यांतुपाकस्थानमहानसे॥२.९.२७॥,332.620,337.600
2,9,पौरोगवस्तदध्यक्षःसूपकारास्तुबल्लवाः।,337.600,346.860
2,9,आरालिकाआन्धसिकाःसूदाऔदनिकागुणाः॥२.९.२८॥,346.860,351.560
2,9,आपूपिकःकान्दविकोभक्ष्यकारइमेत्रिषु।,351.560,357.660
2,9,अश्मन्तमुद्धानमधिश्रयणीचुल्लिरन्तिका॥२.९.२९॥,357.660,362.000
2,9,अङ्गारधानिकाङ्गारशकट्यपिहसन्त्यपि।,362.000,368.420
2,9,हसन्यप्यथनस्त्रीस्यादङ्गारोऽलातमुल्मुकम्॥२.९.३०॥,368.420,375.280
2,9,क्लीबेऽम्बरीषंभ्राष्ट्रोनाकन्दुर्वास्वेदनीस्त्रियाम्।,375.280,383.640
2,9,अलिञ्जरःस्यान्मणिकःकर्कर्यालुर्गलन्तिका॥२.९.३१॥,383.640,389.360
2,9,पिठरःस्थाल्युखाकुण्डंकलशस्तुत्रिषुद्वयोः।,389.360,395.080
2,9,घटःकुटनिपावस्त्रीशरावोवर्धमानकः॥२.९.३२॥,395.080,400.480
2,9,ऋजीषंपिष्टपचनंकंसोऽस्त्रीपानभाजनम्।,400.480,404.460
2,9,कुतूःकृत्तेःस्नेहपात्रंसैवाल्पाकुतुपःपुमान्॥२.९.३३॥,404.460,409.120
2,9,सर्वमावपनंभाण्डंपात्रामत्रंचभाजनम्।,409.120,418.400
2,9,दर्विःकम्बिःखजाकाचस्यात्तर्दूर्दारुहस्तकः॥२.९.३४॥,418.400,425.360
2,9,अस्त्रीशाकंहरितकंशिग्रुरस्यतुनाडिका।,425.360,431.400
2,9,कलम्बश्चकडम्बश्चवेसवारउपस्करः॥२.९.३५॥,431.400,436.480
2,9,तिन्तिडीकंचचुक्रंचवृक्षाम्लमथवेल्लजम्।,436.480,441.480
2,9,मरीचंकोलकंकृष्णमूषणंधर्मपत्तनम्॥२.९.३६॥,441.480,446.800
2,9,जीरकोजरणोऽजाजिकणाकृष्णेतुजीरके।,446.800,452.600
2,9,सुषवीकारवीपृथ्वीपृथुःकालोपकुञ्जिका॥२.९.३७॥,452.600,458.560
2,9,आर्द्रकंशृङ्गबेरंस्यादथच्छत्रावितुन्नकम्।,458.560,464.860
2,9,कुस्तुम्बुरुचधान्याकमथशुण्ठीमहौषधम्॥२.९.३८॥,464.860,469.320
2,9,स्त्रीनपुंसकयोर्विश्वंनागरंविश्वभेषजम्।,469.320,474.960
2,9,आरनालकसौवीरकुल्माषाभिषुतानिच॥२.९.३९॥,474.960,480.240
2,9,अवन्तिसोमधान्याम्लकुञ्जलानिचकाञ्जिके।,480.240,487.180
2,9,सहस्रवेधिजतुकंबाल्हीकंहिङ्गुरामठम्॥२.९.४०॥,487.180,492.360
2,9,तत्पत्रीकारवीपृथ्वीबाष्पिकाकबरीपृथुः।,492.360,497.640
2,9,निशाख्याकाञ्चनीपीताहरिद्रावरवर्णिनी॥२.९.४१॥,497.640,504.000
2,9,सामुद्रंयत्तुलवणमक्षीवंवशिरंचतत्।,504.000,510.620
2,9,सैन्धवोऽस्त्रीशीतशिवंमाणिमन्थंचसिन्धुजे॥२.९.४२॥,510.620,515.480
2,9,रौमकंवसुकंपाक्यंविडंचकृतकेद्वयम्।,515.480,522.180
2,9,सौवर्चलेऽक्षरुचकेतिलकंतत्रमेचके॥२.९.४३॥,522.180,528.200
2,9,मत्स्यण्डीफाणितंखण्डविकारःशर्करासिता।,528.200,534.060
2,9,कूर्चिकाक्षीरविकृतिःस्याद्रसालातुमार्जिता॥२.९.४४॥,534.060,541.120
2,9,स्यात्तेमनंतुनिष्ठानंत्रिलिङ्गावासितावधेः।,541.120,545.520
2,9,शूलाकृतंभटित्रंस्याच्छूल्यमुख्यंतुपैठरम्॥२.९.४५॥,545.520,551.840
2,9,प्रणीतमुपसंपन्नंप्रयस्तंस्यात्सुसंस्कृतम्।,551.840,560.220
2,9,स्यात्पिच्छिलंतुविजिलंसंमृष्टंशोधितंसमे॥२.९.४६॥,560.220,564.440
2,9,चिक्कणंमसृणंस्निग्धंतुल्येभावितवासिते।,564.440,569.560
2,9,आपक्वंपौलिरभ्यूषोलाजाःपुंभूम्निचाक्षताः॥२.९.४७॥,569.560,577.480
2,9,पृथुकःस्याच्चिपिटकोधानाभ्रष्टयवेस्त्रियः।,577.480,583.520
2,9,पूपोऽपूपःपिष्टकःस्यात्करम्भोदधिसक्तवः॥२.९.४८॥,583.520,589.360
2,9,भिस्सास्त्रीभक्तमन्धोऽन्नमोदनोऽस्त्रीसदीदिविः।,589.360,594.840
2,9,भिस्सटादग्धिकासर्वरसाग्रेमण्डमस्त्रियाम्॥२.९.४९॥,594.840,601.360
2,9,मासराचामनिस्रावामण्डेभक्तसमुद्भवे।,601.360,606.460
2,9,यवागूरुष्णिकाश्राणाविलेपीतरलाचसा॥२.९.५०॥,606.460,614.000
2,9,म्रक्षणाभ्यञ्जनेतैलंकृसरस्तुतिलौदनः।,614.000,618.300
2,9,गव्यंत्रिषुगवांसर्वंगोविड्गोमयस्त्रियाम्॥२.९.५१॥,618.300,622.880
2,9,तत्तुशुष्कंकरीषोऽस्त्रीदुग्धंक्षीरंपयस्समम्।,622.880,628.540
2,9,पयस्यमाज्यदध्यादिद्रप्स्यंदधिघनेतरत्॥२.९.५२॥,628.540,634.280
2,9,घृतमाज्यंहविःसर्पिर्नवनीतंनवोद्घृतम्।,634.280,639.800
2,9,तत्तुहैयङ्गवीनंयद्ध्योगोदोहोद्भवंघृतम्॥२.९.५३॥,639.800,646.520
2,9,दण्डाहतंकालशेयमरिष्टमपिगोरसः।,646.520,651.440
2,9,तक्रंह्युदश्विन्मथितंपादाम्ब्वर्धाम्बुनिर्जलम्॥२.९.५४॥,651.440,658.640
2,9,मण्डम्दधिभवंमस्तुपीयूषोऽभिनवंपयः।,658.640,664.640
2,9,अशनायाबुभुक्षाक्षुद्ग्रासस्तुकवलःपुमान्॥२.९.५५॥,664.640,670.960
2,9,सपीतिःस्त्रीतुल्यपानंसग्धिःस्त्रीसहभोजनम्।,670.960,676.100
2,9,उदन्यातुपिपासातृट्तर्षोजग्धिस्तुभोजनम्॥२.९.५६॥,676.100,680.920
2,9,जेमनंलेहआहारोनिघासोन्यादइत्यपि।,680.920,685.640
2,9,सौहित्यंतर्पणंतृप्तिःफेलाभुक्तसमुज्झितम्॥२.९.५७॥,685.640,692.480
2,9,कामंप्रकामंपर्याप्तंनिकामेष्टंयथेप्सितम्।,692.480,697.660
2,9,गोपेगोपालगोसंख्यगोधुगाभीरवल्लवाः॥२.९.५८॥,697.660,706.600
2,9,गोमहिष्यादिकंपादबन्धनंद्वौगवीश्वरे।,706.600,710.580
2,9,गोमान्गोमीगोकुलंतुगोधनंस्याद्गवांव्रजे॥२.९.५९॥,710.580,717.520
2,9,त्रिष्वाशितङ्गवीनंतद्गावोयत्राशिताःपुरा।,717.520,725.080
2,9,उक्षाभद्रोबलीवर्दऋषभोवृषभोवृषः॥२.९.६०॥,725.080,729.600
2,9,अनड्वान्सौरभेयोगौरुक्ष्णांसंहतिरौक्षकम्।,729.600,734.960
2,9,गव्यागोत्रागवांवत्सधेन्वोर्वात्सकधैनुके॥२.९.६१॥,734.960,741.960
2,9,वृषोमहान्महोक्षःस्याद्वृद्धोक्षस्तुजरद्गवः।,741.960,749.200
2,9,उत्पन्नउक्षाजातोक्षःसद्योजातस्तुतर्णकः॥२.९.६२॥,749.200,755.720
2,9,शकृत्करिस्तुवत्सस्याद्दम्यवत्सतरौसमौ।,755.720,760.440
2,9,आर्षभ्यःषण्डतायोग्यःषण्डोगोपतिरिट्चरः॥२.९.६३॥,760.440,767.640
2,9,स्कन्धदेशेत्वस्यवहःसास्नातुगलकम्बलः।,767.640,774.540
2,9,स्यान्नस्तितस्तुनस्योतःप्रष्ठवाड्युगपार्श्वगः॥२.९.६४॥,774.540,780.280
2,9,युगादीनांतुवोढारोयुग्यप्रासङ्ग्यशाकटाः।,780.280,784.960
2,9,खनतितेनतद्वोढास्येदंहालिकसैरिकौ॥२.९.६५॥,784.960,791.880
2,9,धुर्वहेधुर्यधौरेयधुरीणाःसधुरन्धराः।,791.880,795.840
2,9,उभावेकधुरीणैकधुरावेकधुरावहे॥२.९.६६॥,795.840,801.840
2,9,सतुसर्वधुरीणःस्याद्योवैसर्वधुरावहः।,801.840,808.660
2,9,माहेयीसौरभेयीगौरुस्रामाताचशृङ्गिणी॥२.९.६७॥,808.660,813.560
2,9,अर्जुन्यघ्न्यारोहिणीस्यादुत्तमागोषुनैचिकी।,813.560,819.800
2,9,वर्णादिभेदात्संज्ञाःस्युःशबलीधवलादयः॥२.९.६८॥,819.800,824.520
2,9,द्विहायनीद्विवर्षागौरेकाब्दात्वेकहायनी।,824.520,832.520
2,9,चतुरब्दाचतुर्हायण्येवंत्र्यब्दात्रिहायणी॥२.९.६९॥,832.520,837.720
2,9,वशावन्ध्यावतोकातुस्रवद्गर्भाथसन्धिनी।,837.720,844.420
2,9,आक्रान्तावृषभेणाथवेहद्गर्भोपघातिनी॥२.९.७०॥,844.420,850.880
2,9,काल्योपसर्याप्रजनेप्रष्ठौहीबालगर्भिणी।,850.880,856.940
2,9,स्यादचण्डीतुसुकराबहुसूतिःपरेष्टुका॥२.९.७१॥,856.940,863.320
2,9,चिरप्रसूताबष्कयणीधेनुःस्यान्नवसूतिका।,863.320,868.640
2,9,सुव्रतासुखसंदोह्यापीनोध्नीपीवरस्तनी॥२.९.७२॥,868.640,875.680
2,9,द्रोणक्षीराद्रोणदुग्धाधेनुष्याबन्धकेस्थिता।,875.680,884.220
2,9,समांसमीनासायैवप्रतिवर्षंप्रसूयते॥२.९.७३॥,884.220,889.360
2,9,ऊधस्तुक्लीबमापीनंसमौशिवककीलकौ।,889.360,891.480
2,9,नपुंसिदामसन्दानंपशुरज्जुस्तुदामनी॥२.९.७४॥,891.480,897.120
2,9,वैशाखमन्थमन्थानमन्थानोमन्थदण्डके।,897.120,906.560
2,9,कुठरोदण्डविष्कम्भोमन्थनीगर्गरीसमे॥२.९.७५॥,906.560,912.760
2,9,उष्ट्रेक्रमेलकमयमहाङ्गाःकरभःशिशुः।,912.760,917.740
2,9,करभाःस्युःशृङ्खलकादारवैःपादबन्धनैः॥२.९.७६॥,917.740,924.960
2,9,अजाछागीशुभच्छागबस्तच्छगलकाअजे।,924.960,930.080
2,9,मेढ्रोरभ्रोरणोर्णायुमेषवृष्णयएडके॥२.९.७७॥,930.080,937.320
2,9,उष्ट्रोरभ्राजवृन्देस्यादौष्ट्रकौरभ्रकाजकम्।,937.320,944.160
2,9,चक्रीवन्तस्तुवालेयारासभागर्दभाःखराः॥२.९.७८॥,944.160,950.320
2,9,वैदेहकःसार्थवाहोनैगमोवाणिजोवणिक्।,950.320,955.020
2,9,पण्याजीवोह्यापणिकःक्रयविक्रयिकश्चसः॥२.९.७९॥,955.020,962.400
2,9,विक्रेतास्याद्विक्रयिकःक्रायकक्रयिकौसमौ।,962.400,969.260
2,9,वाणिज्यंतुवणिज्यास्यान्मूल्यंवस्नोऽप्यवक्रयः॥२.९.८०॥,969.260,976.320
2,9,नीवीपरिपणोमूलधनंलाभोऽधिकंफलम्।,976.320,980.700
2,9,परिदानंपरीवर्तोनैमेयनियमावपि॥२.९.८१॥,980.700,986.760
2,9,पुमानुपनिधिर्न्यासःप्रतिदानंतदर्पणम्।,986.760,992.640
2,9,क्रयेप्रसारितंक्रय्यंक्रेयंक्रेतव्यमात्रके॥२.९.८२॥,992.640,1003.560
2,9,विक्रेयंपणितव्यंचपण्यंक्रय्यादयस्त्रिषु।,1003.560,1015.340
2,9,क्लीबेसत्यापनंसत्यङ्कारःसत्याकृतिःस्त्रियाम्॥२.९.८३॥,1015.340,1024.040
2,9,विपणोविक्रयःसंख्याःसंख्येयेह्यादशत्रिषु।,1024.040,1028.320
2,9,विंशत्याद्याःसदैकत्वेसर्वाःसंख्येयसंख्ययोः॥२.९.८४॥,1028.320,1038.240
2,9,यौतवंद्रुवयंपाय्यमितिमानार्थकंत्रयम्।,1038.240,1042.780
2,9,मानंतुलाङ्गुलिप्रस्थैर्गुञ्जाःपञ्जाद्यमाषकः॥२.९.८५॥,1042.780,1053.040
2,9,तेषोडशाक्षःकर्षोऽस्त्रीपलंकर्षचतुष्टयम्।,1053.040,1058.540
2,9,सुवर्णबिस्तौहेम्नोऽक्षेकुरुबिस्तस्तुतत्पले॥२.९.८६॥,1058.540,1065.640
2,9,तुलास्त्रियांपलशतंभारःस्याद्विंशतिस्तुलाः।,1065.640,1071.440
2,9,आचितोदशभाराःस्युःशाकटोभारआचितः॥२.९.८७॥,1071.440,1078.360
2,9,कार्षापणःकार्षिकःस्यात्कार्षिकेताम्रिकेपणः।,1078.360,1084.040
2,9,अस्त्रियामाढकद्रोणौखारीवाहोनिकुञ्चकः॥२.९.८८॥,1084.040,1087.600
2,9,कुडवःप्रस्थइत्याद्याःपरिमाणार्थकाःपृथक्।,1087.600,1098.440
2,9,पादस्तुरीयोभागःस्यादंशभागौतुवण्टके॥२.९.८९॥,1098.440,1106.800
2,9,द्रव्यंवित्तंस्वापतेयंरिक्थमृक्थंधनंवसु।,1106.800,1112.860
2,9,हिरण्यंद्रविणंद्युम्नमर्थरैविभवाअपि॥२.९.९०॥,1112.860,1117.320
2,9,स्यात्कोशश्चहिरण्यंचहेमरूप्येकृताकृते।,1117.320,1120.500
2,9,ताभ्यांयदन्यत्तत्कुप्यंरूप्यंतद्द्वयमाहतम्॥२.९.९१॥,1120.500,1127.680
2,9,गारुत्मतंमरकतमश्मगर्भोहरिन्मणिः।,1127.680,1131.520
2,9,शोणरत्नंलोहितकःपद्मरागोऽथमौक्तिकम्॥२.९.९२॥,1131.520,1136.160
2,9,मुक्ताथविद्रुमःपुंसिप्रवालंपुन्नपुंसकम्।,1136.160,1141.060
2,9,रत्नंमणिर्द्वयोरश्मजातौमुक्तादिकेऽपिच॥२.९.९३॥,1141.060,1145.440
2,9,स्वर्णंसुवर्णंकनकंहिरण्यंहेमकाटकम्।,1145.440,1158.400
2,9,तपनीयंशातकुम्भंगाङ्गेयंभर्मकर्बुरम्॥२.९.९४॥,1158.400,1166.880
2,9,चामीकरंजातरूपंमहारजतकाञ्चने।,1166.880,1171.540
2,9,रुक्मंकार्तस्वरंजाम्बूनदमष्टापदोऽस्त्रियाम्॥२.९.९५॥,1171.540,1177.760
2,9,अलङ्कारसुवर्णंयच्छृङ्गीकनकमित्यदः।,1177.760,1183.940
2,9,दुर्वर्णंरजतंरूप्यंखर्जूरंश्वेतमित्यपि॥२.९.९६॥,1183.940,1190.520
2,9,रीतिःस्त्रियामारकूटोनस्त्रियामथताम्रकम्।,1190.520,1196.680
2,9,शुल्बंम्लेच्छमुखंद्व्यष्टवरिष्टोदुम्बराणिच॥२.९.९७॥,1196.680,1201.520
2,9,लोहोऽस्त्रीशस्त्रकंतीक्ष्णंपिण्डंकालायसायसी।,1201.520,1208.220
2,9,अश्मसारोऽथमण्डूरंसिंहाणमपितन्मले॥२.९.९८॥,1208.220,1214.080
2,9,सर्वंचतैजसंलौहंविकारस्त्वयसःकुशी।,1214.080,1220.240
2,9,क्षारःकाचोऽथचपलोरसःसूतश्चपारदे॥२.९.९९॥,1220.240,1226.600
2,9,गवलंमाहिषंशृङ्गमभ्रकंगिरिजामले।,1226.600,1232.180
2,9,स्रोतोञ्जनंतुसौवीरंकापोताञ्जनयामुने॥२.९.१००॥,1232.180,1238.480
2,9,तुत्थाञ्जनंशिखिग्रीवंवितुन्नकमयूरके।,1238.480,1244.420
2,9,कर्परीदार्विकाक्वाथोद्भवंतुत्थंरसाञ्जनम्॥२.९.१०१॥,1244.420,1251.400
2,9,रसगर्भंतार्क्ष्यशैलंगन्धाश्मनितुगन्धिकः।,1251.400,1258.860
2,9,सौगन्धिकश्चचक्षुष्याकुलाल्यौतुकुलत्थिका॥२.९.१०२॥,1258.860,1264.800
2,9,रीतिपुष्पंपुष्पकेतुपुष्पकंकुसुमाञ्जनम्।,1264.800,1269.620
2,9,पिञ्जरंपीतनंतालमालंचहरितालके॥२.९.१०३॥,1269.620,1274.400
2,9,गैरेयमर्थ्यंगिरिजमश्मजंचशिलाजतु।,1274.400,1278.740
2,9,वोलगन्धरसप्राणपिण्डगोपरसाःसमाः॥२.९.१०४॥,1278.740,1285.560
2,9,डिण्डीरोऽब्धिकफःफेनःसिन्दूरंनागसंभवम्।,1285.560,1291.860
2,9,नागसीसकयोगेष्टवप्राणित्रपुपिञ्चटम्॥२.९.१०५॥,1291.860,1297.120
2,9,रङ्गवङ्गेअथपिचुस्तूलोऽथकमलोत्तरम्।,1297.120,1302.760
2,9,स्यात्कुसुम्भंवह्निशिखंमहारजनमित्यपि॥२.९.१०६॥,1302.760,1308.480
2,9,मेषकम्बलऊर्णायुःशशोर्णंशशलोमनि।,1308.480,1313.440
2,9,मधुक्षौद्रंमाक्षिकादिमधूच्छिष्टंतुसिक्थकम्॥२.९.१०७॥,1313.440,1319.480
2,9,मनःशिलामनोगुप्तामनोह्वानागजिह्विका।,1319.480,1325.620
2,9,नैपालीकुनटीगोलायवक्षारोयवाग्रजः॥२.९.१०८॥,1325.620,1330.560
2,9,पाक्योऽथसर्जिकाक्षारःकापोतःसुखवर्चकः।,1330.560,1338.960
2,9,सौवर्चलंस्याद्रुचकंत्वक्क्षीरीवंशरोचना॥२.९.१०९॥,1338.960,1348.720
2,9,शिग्रुजंश्वेतमरिचंमोरटंमूलमैक्षवम्।,1348.720,1352.540
2,9,ग्रन्थिकंपिप्पलीमूलंचटकाशिरइत्यपि॥२.९.११०॥,1352.540,1356.360
2,9,गोलोमीभूतकेशोनापत्राङ्गंरक्तचन्दनम्।,1356.360,1361.560
2,9,त्रिकटुत्र्यूषणंव्योषंत्रिफलातुफलत्रिकम्॥२.९.१११॥,1361.560,1370.160
2,9,इतिवैश्यवर्गः।,1370.160,1374.720
2,10,अथशूद्रवर्गः।,0.000,1.760
2,10,शूद्राश्चावरवर्णाश्चवृषलाश्चजघन्यजाः।,1.760,9.360
2,10,आचण्डालात्तुसङ्कीर्णाअम्बष्ठकरणादयः॥२.१०.१॥,9.360,16.960
2,10,शूद्राविशोस्तुकरणोऽम्बष्ठोवैश्याद्विजन्मनोः।,16.960,25.260
2,10,शूद्राक्षत्रिययोरुग्रोमागधःक्षत्रियाविशोः॥२.१०.२॥,25.260,31.640
2,10,माहिष्योऽर्याक्षत्रिययोःक्षत्तार्याशूद्रयोःसुतः।,31.640,39.280
2,10,ब्राह्मण्यांक्षत्रियात्सूतस्तस्यांवैदेहकोविशः॥२.१०.३॥,39.280,45.880
2,10,रथकारस्तुमाहिष्यात्करण्यांयस्यसंभवः।,45.880,53.340
2,10,स्याच्चण्डालस्तुजनितोब्राह्मण्यांवृषलेनयः॥२.१०.४॥,53.340,60.120
